Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Category
Walls,Basic Wall,TS_150mm Thk. PC Structural Wall (Hanger),Basic Wall,,,WALL : 150mm Thk. PC Structural Wall (Hanger),"(BS 3.3) Precast Concrete Wall with Plastering, Tile/Stone Finishes",TS_150mm Thk. PC Structural Wall (Hanger),TS_PC Wall,,MCR17-10-01
Walls,Basic Wall,TS_75mm Thk. PC Non-Structural Wall (FRS 2hr),Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall with 2hr Fire Rating,,TS_75mm Thk. PC Non-Structural Wall (FRS 2hr),TS_PC Wall (w/ FR),,MCR17-08-01
Walls,Basic Wall,TS_75mm Thk.Dry Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_75mm Thk.Dry Wall,TS_LW Wall (w/ FRS),,MCR17-08-01
Walls,Basic Wall,TS_175mm Thk. PC Parapet Wall (PP3-1),Basic Wall,,,WALL : 175mm Thk. Precast Parapet Wall with Coping,(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_175mm Thk. PC Parapet Wall (PP3-1),TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_300mm Thk. PC Structural Wall,Basic Wall,,,WALL : 300mm Thk. Precast Structural Wall,,TS_300mm Thk. PC Structural Wall,TS_PC Core Wall,,MCR17-10-01
Walls,Basic Wall,TS_150mm Thk. RC Non-Structural Wall (CIS),Basic Wall,,,WALL : 150mm Thk. RC Non-Structural Wall,,TS_150mm Thk. RC Non-Structural Wall (CIS),TS_RC Wall,,MCR17-03-01
Walls,Basic Wall,TS_100mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 100mm Thk. Precast Non-Structural Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_100mm Thk. PC Non-Structural Wall,TS_PC Wall,,MCR17-08-01
Walls,Basic Wall,TS_75mm Thk. LW Concrete Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_75mm Thk. LW Concrete Wall,TS_LW Wall (w/ FRS),,MCR17-08-01
Walls,Basic Wall,TS_12mm Thk. Ductile Concrete Wall (With Profile),Basic Wall,,,WALL : 12mm Thk. Ductile Concrete Wall with Profile,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_12mm Thk. Ductile Concrete Wall (With Profile),TS_Ductile Concrete Wall,,MCR17-08-01
Walls,Basic Wall,TS_400mm Thk. PC Structural Wall,Basic Wall,,,WALL : 400mm Thk. Precast Structural Wall,,TS_400mm Thk. PC Structural Wall,TS_PC Core Wall,,MCR17-10-01
Walls,Basic Wall,TS_200mm Thk. PC Structural Wall,Basic Wall,,,WALL : 200mm Thk. Precast Structural Wall,,TS_200mm Thk. PC Structural Wall,TS_PC Core Wall,,MCR17-10-01
Walls,Basic Wall,TS_400mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 400mm Thk. Precast Non-Structural Wall,,TS_400mm Thk. PC Non-Structural Wall,TS_PC Wall,,MCR17-08-01
Walls,Basic Wall,TS_300mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 300mm Thk. Precast Non-Structural Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_300mm Thk. PC Non-Structural Wall,TS_PC Wall,,MCR17-08-01
Walls,Basic Wall,TS_300mm Thk. RC Non-Structural Wall (CIS),Basic Wall,,,WALL : 300mm Thk. RC Non-Structural Wall,,TS_300mm Thk. RC Non-Structural Wall (CIS),TS_RC Wall,,MCR17-01-01
Walls,Basic Wall,TS_300mm Thk. RC Structural Wall (CIS),Basic Wall,,,WALL : 300mm Thk. RC Structural Wall,,TS_300mm Thk. RC Structural Wall (CIS),TS_RC Core Wall,,MCR17-10-01
Walls,Basic Wall,TS_225mm Thk. LW Concrete Wall,Basic Wall,,,WALL : 150mm Thk. Lightweight Precast Concrete Wall,,TS_225mm Thk. LW Concrete Wall,TS_LW Wall,,MCR17-08-01
Walls,Basic Wall,TS_250mm Thk. PC Parapet Wall (PP1-1),Basic Wall,,,WALL : 250mm Thk. Precast Parapet Wall (Type E),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_250mm Thk. PC Parapet Wall (PP1-1),TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_5mm Thk. Skim Coat Finish,Basic Wall,,,WALL : 5mm Thk. Skim Coat Finish,,TS_5mm Thk. Skim Coat Finish,TS_Skim Coat,,MCR17-13-01
Walls,Basic Wall,TS_15mm Thk. Homogenous Tile,Basic Wall,,,WALL : 15mm Thk. Homogeneous Wall Tiles (300x600mm),,TS_15mm Thk. Homogenous Tile,TS_Homogenous Tile (300X600),,MCR17-01-01
Walls,Basic Wall,TS_250mm Thk. PC Parapet Wall (with Coping),Basic Wall,,,WALL : 250mm Thk. Precast Parapet Wall with Coping,(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_250mm Thk. PC Parapet Wall (with Coping),TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type B (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type B),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type B (with Coping),TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type B.1 (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type B),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type B.1 (with Coping),TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type A (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type A),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type A (with Coping),TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type A,Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type A),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type A,TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_100mm Thk. LW Concrete Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_100mm Thk. LW Concrete Wall,TS_LW Wall (w/ FRS),,MCR17-08-01
Walls,Basic Wall,TS_20mm Thk. Homogeneous Tile (PBU) - Cliffstone Ice,Basic Wall,,,WALL : 20mm Thk. Homogeneous Wall Tiles (300x600mm),,TS_20mm Thk. Homogeneous Tile (PBU) - Cliffstone Ice,TS_WT-01(Cliffstone Ice),,MCR17-01-01
Walls,Basic Wall,TS_16mm Thk. Gypsum Panel,Basic Wall,,,WALL : 16mm Thk. Gypsum Panel,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_16mm Thk. Gypsum Panel,TS_Gypsum Panel,,MCR17-08-01
Walls,Basic Wall,TS_75mm Thk. RC Non-Structural Wall (CIS),Basic Wall,,,WALL : 75mm Thk. RC Non-Structural Wall,,TS_75mm Thk. RC Non-Structural Wall (CIS),TS_RC Wall,,MCR17-03-01
Walls,Basic Wall,TS_90mm Thk.Dry Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_90mm Thk.Dry Wall,TS_LW Wall (w/ FRS),,MCR17-08-01
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type A.2 (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type A),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type A.2 (with Coping),TS_PC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_PBU Ceiling (20mm Thk High Strength Concrete),Basic Wall,,,WALL : 20mm Thk. High Strength Concrete PBU Ceiling,Ceiling,TS_PBU Ceiling (20mm Thk High Strength Concrete),TS_High Strength Concrete Ceiling,,MCR02-01-01
Walls,Basic Wall,TS_92mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 92 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_92mm Thk. RC Kerb Wall,TS_Kerb,,MCR17-08-01
Walls,Basic Wall,TS_50mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 50 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_50mm Thk. RC Kerb Wall,TS_Kerb,,MCR17-08-01
Walls,Basic Wall,TS_50mm Thk. Ductile Concrete Wall,Basic Wall,,,WALL : 50mm Thk. Ductile Concrete Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_50mm Thk. Ductile Concrete Wall,TS_Ductile Concrete Wall,,MCR17-08-01
Walls,Basic Wall,TS_20mm Thk. Ductile Concrete Wall,Basic Wall,,,WALL : 20mm Thk. Ductile Concrete Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_20mm Thk. Ductile Concrete Wall,TS_Ductile Concrete Wall,,MCR17-08-01
Walls,Basic Wall,TS_15mm Ceiling (CP-01),Basic Wall,,,WALL : 15mm Thk. Ceiling (Box-up),,TS_15mm Ceiling (CP-01),TS_CP-01A,,MCR02-01-01
Walls,Basic Wall,TS_150mm Thk. RC Parapet Wall,Basic Wall,,,WALL : 150mm Thk. RC Parapet Wall,(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_150mm Thk. RC Parapet Wall,TS_RC Parapet Wall,,MCR17-07-01
Walls,Basic Wall,TS_2mm Aluminium Panel (Powder Coated),Basic Wall,,,WALL : 150mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_2mm Aluminium Panel (Powder Coated),TS_Aluminun Powder Coat,,MCR17-08-01
Walls,Basic Wall,TS_PBU Ceiling (9mm Calcium Silicate),Basic Wall,,,WALL : 9mm Thk. Calcium Silicate PBU Ceiling,,TS_PBU Ceiling (9mm Calcium Silicate),TS_Calcium Silicate,,MCR02-05-01
Walls,Basic Wall,TS_90mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 50 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_90mm Thk. RC Kerb Wall,TS_Kerb,,MCR17-08-01
Walls,Basic Wall,TS_150mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 92 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_150mm Thk. RC Kerb Wall,TS_Kerb,,MCR17-08-01
Walls,Basic Wall,TS_50mm Thk. PC Non-Structural Wall (FRS 2hr),Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall with 2hr Fire Rating,,TS_50mm Thk. PC Non-Structural Wall (FRS 2hr),TS_PC Wall (w/ FR),,MCR17-08-01
Walls,Basic Wall,TS_120mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_120mm Thk. PC Non-Structural Wall,TS_PC Wall,,MCR17-08-01
Site,,,TS_PWD_1400x900 (t),,,,,,,,MCR13-01-01
Site,TS_Tactile Tiles-600 (t),Single Row,TS_Tactile Tiles-600 (t),,,,,Single Row,,,MCR13-01-01
Site,,,TS_PWD,,,,,,,,MCR13-01-01
Generic Models,TS_Service Duct,Service Duct Box-up,TS_Service Duct,,,,,Service Duct Box-up,,,MCR07-01-01
Generic Models,,,TS_L3 Headroom Clearance,,,,,,,,MCR07-01-01
Generic Models,,,TS_L4 Headroom Clearance,,,,,,,,MCR07-01-01
Generic Models,TS_Feature Frame (East),TS_Feature Frame (East),TS_Feature Frame (East),,,,,TS_Feature Frame (East),,,MCR07-01-01
Generic Models,,,TS_Depression Component,,,,,,,,MCR07-01-01
Generic Models,TS_Feature Frame (North),TS_Feature Frame (North),TS_Feature Frame (North),,,,,TS_Feature Frame (North),,,MCR07-01-01
Generic Models,TS_Feature Frame (West 2),TS_Feature Frame (West 2),TS_Feature Frame (West 2),,,,,TS_Feature Frame (West 2),,,MCR07-01-01
Generic Models,TS_Feature Frame (South),TS_Feature Frame (South),TS_Feature Frame (South),,,,,TS_Feature Frame (South),,,MCR07-01-01
Doors,TS_RS1,RS1,TS_RS1,23-17 11 10,,"Door : Roller Shutter, Hot Dipped Galvanized Steel With Pre-Coated Paint",MCR03-01-01-,RS1,,,MCR03-01-01
Doors,TS_MDV1,MDV1,TS_MDV1,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MDV1,,,MCR03-01-01
Doors,TS_MD3,MD3,TS_MD3,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MD3,,,MCR03-01-01
Doors,TS_RS2,RS2,TS_RS2,23-17 11 10,,"Door : Roller Shutter, Hot Dipped Galvanized Steel With Pre-Coated Paint",MCR03-01-01-,RS2,,,MCR03-01-01
Doors,TS_MD2,MD2,TS_MD2,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MD2,,,MCR03-01-01
Doors,TS_FD2,FD2,TS_FD2,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FD2,,,MCR03-01-01
Doors,TS_FDV1d,FDV1d,TS_FDV1d,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV1d,,,MCR03-01-01
Doors,TS_FD3,FD3,TS_FD3,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FD3,,,MCR03-01-01
Doors,TS_FDV2A,FDV2A,TS_FDV2A,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV2A,,,MCR03-01-01
Doors,TS_FD2A,FD2A,TS_FD2A,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FD2A,,,MCR03-01-01
Doors,,,TS_Fire Lift Signage,,,,,,,,MCR12-01-01
Doors,,,TS_Handicap Logo,,,,,,,,MCR03-01-01
Doors,TS_Fire Lift Door-(Opt1),Fire Lift Door,TS_Fire Lift Door Jamb,,,,,TS_Fire Lift Door Jamb,,,MCR03-01-01
Doors,TS_Fire Lift Door-(Opt1),Fire Lift Door,TS_Fire Lift Door-(Opt1),,,Door : Fire Lift Door,,Fire Lift Door,,,MCR03-01-01
Doors,,,TS_Passenger Lift Signage,,,,,,,,MCR12-01-01
Doors,TS_Passenger Lift Door-(Opt1),TS_Passenger Lift Signage [77781817],TS_Fire Lift Door Jamb,,,,,TS_Fire Lift Door Jamb,,,MCR03-01-01
Doors,TS_Passenger Lift Door-(Opt1),Passenger Lift Door,TS_Passenger Lift Door-(Opt1),,,Door : Fire Lift Door,,Passenger Lift Door,,,MCR03-01-01
Doors,TS_FDV1,FDV1,TS_FDV1,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV1,,,MCR03-01-01
Doors,TS_MDL1,MDL1,TS_MDL1,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MDL1,,,MCR03-01-01
Doors,TS_BD1,BD1,TS_BD1,,,"Door : Bi-Fold Door, Acrylic",MCR03-01-01-,BD1,,,MCR03-01-01
Doors,TS_AD (SR),AD (SR),TS_AD (SR),,,"Door : Swing Door, Aluminum Powder Coat",MCR03-01-01-,AD (SR),,,MCR03-01-01
Doors,TS_FDV1b,FDV1b,TS_FDV1b,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV1b,,,MCR03-01-01
Doors,TS_FDV2,FDV2,TS_FDV2,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV2,,,MCR03-01-01
Doors,TS_Cargo Lift Door1,LD 2 cargo,TS_Cargo Lift Door1,,,Door : Cargo Lift Door,,LD 2 cargo,,,MCR03-01-01
Doors,TS_Cargo Lift Door1,LD 1 cargo,TS_Cargo Lift Door1,,,Door : Cargo Lift Door,,LD 1 cargo,,,MCR03-01-01
Doors,TS_Cargo Lift Door,TS_Cargo Lift 02,TS_Cargo Lift Door,,,,,TS_Cargo Lift 02,,,MCR03-01-01
Doors,TS_Cargo Lift Door,TS_Cargo Lift 01,TS_Cargo Lift Door,,,,,TS_Cargo Lift 01,,,MCR03-01-01
Doors,DR-Lift door Al-passenger,LD 3 cargo,DR-Lift door Al-passenger,,,,,LD 3 cargo,,,MCR03-01-01
Doors,TS_FD1A,FD1A,TS_FD1A,,,"Door : Swing Door, Fire Rated Aluminum Door",MCR03-01-01-,FD1A,,,MCR03-01-01
Parking,,,TS_Car Park,,,,,,,,MCR13-08-01
Parking,,,TS_Lorry Park,,,,,,,,MCR13-08-01
Parking,,,TS_Motorycyle Park,,,,,,,,MCR13-08-01
Windows,TS_ACW4,TS_ACW4,TS_ACW4,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW4,,,MCR18-05-01
Windows,TS_ATW3,TS_ATW3,TS_ATW3,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW3,,,MCR18-07-01
Windows,TS_ATW4m,TS_ATW4m,TS_ATW4m,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW4m,,,MCR18-07-01
Windows,TS_GLW4,TS_GLW4,TS_GLW4,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_GLW4,,,MCR18-07-01
Windows,TS_ASW6,TS_ASW6,TS_ASW6,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW6,,,MCR18-06-01
Windows,TS_ASW7,TS_ASW7,TS_ASW7,,,Aluminum Frame Sliding Glass Window,,TS_ASW7,,,MCR18-06-01
Windows,TS_GLW3.1,TS_GLW3.1,TS_GLW3.1,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_GLW3.1,,,MCR18-07-01
Windows,TS_GLW2,TS_GLW2,TS_GLW2,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_GLW2,,,MCR18-07-01
Windows,TS_ACW6F1,TS_ACW6F1,TS_ACW6F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW6F1,,,MCR18-05-01
Windows,TS_ATW1,TS_ATW1,TS_ATW1,,,Window : Aluminum Frame Fixed Top Hung Window,,TS_ATW1,,,MCR18-07-01
Windows,TS_ACW9,TS_ACW9,TS_ACW9,,,Aluminum Frame Casement Glass Window,,TS_ACW9,,,MCR18-05-01
Windows,TS_ACW6,TS_ACW6,TS_ACW6,,,Aluminum Frame Casement Glass Window,,TS_ACW6,,,MCR18-05-01
Windows,TS_ACW6F3,ACW6F3,TS_ACW6F3,,,WINDOW : Aluminum Frame Casement Glass Window,,ACW6F3,,,MCR18-05-01
Windows,TS_ASW10,TS_ASW10,TS_ASW10,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW10,,,MCR18-06-01
Windows,TS_ACW6F2,TS_ACW6F2,TS_ACW6F2,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW6F2,,,MCR18-05-01
Windows,TS_ASW9,TS_ASW9,TS_ASW9,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW9,,,MCR18-06-01
Windows,TS_ASW9m,TS_ASW9m,TS_ASW9m,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW9m,,,MCR18-06-01
Windows,TS_AL Screen (3320x2000) - Type B,TS_AL Screen (3320x2000) - Type B,TS_AL Screen (3320x2000) - Type B,,,WINDOW : Aluminum Screen,,TS_AL Screen (3320x2000) - Type B,,,MCR18-01-01
Windows,TS_ATW2L,TS_ATW2L,TS_ATW2L,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW2L,,,MCR18-07-01
Windows,TS_ASW10m,TS_ASW10m,TS_ASW10m,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW10m,,,MCR18-06-01
Windows,TS_AL Screen (3220x2000) - Type B,TS_AL Screen (3220x2000) - Type B,TS_AL Screen (3220x2000) - Type B,,,WINDOW : Aluminum Screen,,TS_AL Screen (3220x2000) - Type B,,,MCR18-01-01
Windows,TS_ACW9F1,TS_ACW9F1,TS_ACW9F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW9F1,,,MCR18-05-01
Windows,TS_AL Screen (2210x2000) - Type A,TS_AL Screen (2210x2000) - Type A,TS_AL Screen (2210x2000) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (2210x2000) - Type A,,,MCR18-01-01
Windows,TS_AL Screen (3300x2000) - Type B,TS_AL Screen (3300x2000) - Type B,TS_AL Screen (3300x2000) - Type B,,,WINDOW : Aluminum Screen,,TS_AL Screen (3300x2000) - Type B,,,MCR18-01-01
Windows,TS_ACW4F1,TS_ACW4F1,TS_ACW4F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW4F1,,,MCR18-05-01
Windows,TS_AL Screen (1350x2040) - Type A,TS_AL Screen (1350x2040) - Type A,TS_AL Screen (1350x2040) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1350x2040) - Type A,,,MCR18-01-01
Windows,TS_AL Screen (1350x2040) - Type A,TS_AL Screen (1070x2000) - Type A,TS_AL Screen (1350x2040) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1070x2000) - Type A,,,MCR18-01-01
Windows,TS_AL Screen (1070x2040) - Type A,TS_AL Screen (1070x2000) - Type A,TS_AL Screen (1070x2040) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1070x2000) - Type A,,,MCR18-01-01
Windows,TS_ACW6F4,ACW6F4,TS_ACW6F4,,,WINDOW : Aluminum Frame Casement Glass Window,,ACW6F4,,,MCR18-05-01
Windows,TS_ACW4F2,ACW4F2,TS_ACW4F2,,,WINDOW : Aluminum Frame Casement Glass Window,,ACW4F2,,,MCR18-05-01
Windows,TS_ACW8,TS_ACW8,TS_ACW8,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW8,,,MCR18-05-01
Windows,TS_ACW8F1,TS_ACW8F1,TS_ACW8F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW8F1,,,MCR18-05-01
Windows,TS_ACW8F2,TS_ACW8F2,TS_ACW8F2,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW8F2,,,MCR18-05-01
Windows,TS_ACW5mF1,TS_ACW5mF1,TS_ACW5mF1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5mF1,,,MCR18-05-01
Windows,TS_ACW7,TS_ACW7,TS_ACW7,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW7,,,MCR18-05-01
Windows,TS_ACW5F2,TS_ACW5F2,TS_ACW5F2,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5F2,,,MCR18-05-01
Windows,TS_ACW5,TS_ACW5,TS_ACW5,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5,,,MCR18-05-01
Windows,TS_ACW5m,TS_ACW5m,TS_ACW5m,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5m,,,MCR18-05-01
Windows,TS_Louver Window - Type D,TS_Louver Window (800x2500) - Type D,TS_Louver Window - Type D,,,WINDOW : Horizontal Louver Blade Window,,TS_Louver Window (800x2500) - Type D,,,MCR18-02-01
Windows,TS_AL Screen (1000x2000) - Type A,TS_AL Screen (1000x2000) - Type A,TS_AL Screen (1000x2000) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1000x2000) - Type A,,,MCR18-01-01
Windows,TS_Louver Window - Type D,TS_Louver Window (800x2000) - Type D,TS_Louver Window - Type D,,,WINDOW : Horizontal Louver Blade Window,,TS_Louver Window (800x2000) - Type D,,,MCR18-02-01
Windows,TS_ATW5L,TS_ATW5L,TS_ATW5L,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW5L,,,MCR18-07-01
Floors,Floor,TS_150mm Thk. PC Plank Slab + CIS,Floor,,,FLOOR : 150mm Thk. Cast-In-Situ Slab,Grade C40/50,TS_150mm Thk. PC Plank Slab + CIS,TS_CIS Slab,,MCR04-01-01
Floors,Floor,TS_150mm Thk. Bondek Slab,Floor,,,FLOOR : 150mm THK. Slab with Bondek System Decking (Thickness 1.5mm/Grade 550) or Other Equivalent,FF,TS_150mm Thk. Bondek Slab,TS_CIS Slab,,MCR04-02-01
Floors,Floor,TS_450mm Thk. Slab (CIS),Floor,,,FLOOR : 450mm Thk. Cast In Situ Slab,Grade C40/50,TS_450mm Thk. Slab (CIS),TS_CIS Slab,,MCR04-01-01
Floors,Floor,TS_200mm Thk. Slab (CIS),Floor,,,FLOOR : 200mm Thk. Cast-In-Situ Slab,Grade C40/50,TS_200mm Thk. Slab (CIS),TS_CIS Slab,,MCR04-01-01
Floors,Floor,TS_65mm Thk. PBU RC Slab,Floor,,,FLOOR : 65mm Thk. Prefabricated Bathroom Unit RC Slab,Grade C40/50,TS_65mm Thk. PBU RC Slab,TS_PBU RC Slab,,MCR04-03-01
