Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Category
Duct Accessories,ACM_MECH - Tubular Silencer,Dia 700,ACM_MECH - Tubular Silencer,F1030100,"Sound, Vibration & Seismic Construction","Tubular Silencer. It provides medium dynamic insertion loss, and causes low pressure drop. ",,Dia 700,,,
Duct Accessories,ACM_MECH - Tubular Silencer,300,ACM_MECH - Tubular Silencer,F1030100,"Sound, Vibration & Seismic Construction","Tubular Silencer. It provides medium dynamic insertion loss, and causes low pressure drop. ",,300,,,
Duct Accessories,ACM_MECH - Tubular Silencer,600,ACM_MECH - Tubular Silencer,F1030100,"Sound, Vibration & Seismic Construction","Tubular Silencer. It provides medium dynamic insertion loss, and causes low pressure drop. ",,600,,,
Duct Accessories,ACM_MECH - Tubular Silencer,200,ACM_MECH - Tubular Silencer,F1030100,"Sound, Vibration & Seismic Construction","Tubular Silencer. It provides medium dynamic insertion loss, and causes low pressure drop. ",,200,,,
Duct Accessories,ACM_MECH - Tubular Silencer,Dia 800,ACM_MECH - Tubular Silencer,F1030100,"Sound, Vibration & Seismic Construction","Tubular Silencer. It provides medium dynamic insertion loss, and causes low pressure drop. ",,Dia 800,,,
Duct Accessories,ACM_MECH - Tubular Silencer,250,ACM_MECH - Tubular Silencer,F1030100,"Sound, Vibration & Seismic Construction","Tubular Silencer. It provides medium dynamic insertion loss, and causes low pressure drop. ",,250,,,
Duct Accessories,ACM_MECH - Tubular Silencer,Dia 500,ACM_MECH - Tubular Silencer,F1030100,"Sound, Vibration & Seismic Construction","Tubular Silencer. It provides medium dynamic insertion loss, and causes low pressure drop. ",,Dia 500,,,
Duct Accessories,,,ACM_MECH_Damper,,,,,,,,
Duct Accessories,ACM_MECH_Rectangular Silencer,SILENCER 150x200x150,ACM_MECH_Rectangular Silencer,F1030100,"Sound, Vibration & Seismic Construction",Tapered Rectangular Silencer ,,SILENCER 150x200x150,,,
Duct Accessories,ACM_MECH_Non-Return Back-Draught Damper - Rectangular,NRD (L200),ACM_MECH_Non-Return Back-Draught Damper - Rectangular,,,,,NRD (L200),,,
Duct Accessories,ACM_MECH_Fire Damper - Rectangular - Simple,ACM_Standard,ACM_MECH_Fire Damper - Rectangular - Simple,,,,,ACM_Standard,,,
Air Terminals,,,ACM_ACON_Louvre,,,,,,,,
Air Terminals,,,ACM_ACON_Exhaust Air Grille,,,,,,,,
Air Terminals,,,ACM_ACON_Supply Diffuser,,,,,,,,
Air Terminals,,,ACM_ACON_Return Diffuser,,,,,,,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,500 x 500 FAG,ACM_Fresh Air Grille-Ceiling,,,,,500 x 500 FAG,,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,"400 x 400 FAG, 181Lps",ACM_Fresh Air Grille-Ceiling,,,,,"400 x 400 FAG, 181Lps",,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,"200 x 200 FAG, 167 CMH",ACM_Fresh Air Grille-Ceiling,,,,,"200 x 200 FAG, 167 CMH",,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,"150x150 FAG, 70Lps",ACM_Fresh Air Grille-Ceiling,,,,,"150x150 FAG, 70Lps",,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,900x900 FAG,ACM_Fresh Air Grille-Ceiling,,,,,900x900 FAG,,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,"350x350 FAG, 70Lps",ACM_Fresh Air Grille-Ceiling,,,,,"350x350 FAG, 70Lps",,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,600x600 FAG,ACM_Fresh Air Grille-Ceiling,,,,,600x600 FAG,,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,"250x250 FAG, 395CMH",ACM_Fresh Air Grille-Ceiling,,,,,"250x250 FAG, 395CMH",,,
Air Terminals,ACM_Fresh Air Grille-Ceiling,"300x300 FAG, 70Lps",ACM_Fresh Air Grille-Ceiling,,,,,"300x300 FAG, 70Lps",,,
Air Terminals,ACM_Exhaust Air Grille-Ceiling,"200x200 EAG, 70Lps",ACM_Exhaust Air Grille-Ceiling,,,,,"200x200 EAG, 70Lps",,,
Air Terminals,ACM_Exhaust Air Grille-Ceiling,800 x 300 EAG,ACM_Exhaust Air Grille-Ceiling,,,,,800 x 300 EAG,,,
Air Terminals,ACM_Exhaust Air Grille-Ceiling,"150x150 EAG, 70Lps",ACM_Exhaust Air Grille-Ceiling,,,,,"150x150 EAG, 70Lps",,,
Air Terminals,ACM_Exhaust Air Grille-Ceiling,600x600 EAG,ACM_Exhaust Air Grille-Ceiling,,,,,600x600 EAG,,,
Air Terminals,ACM_Exhaust Air Grille-Ceiling,900x900 EAG,ACM_Exhaust Air Grille-Ceiling,,,,,900x900 EAG,,,
Air Terminals,,,ACM_ACON_Exhaust Air Down Grille,,,,,,,,
Air Terminals,,,ACM_ACON_Fresh Air Grille,,,,,,,,
Air Terminals,Wiremesh_2016,600 x 600,Wiremesh_2016,,,Egg Crate Grille,,600 x 600,,,
Air Terminals,Wiremesh_2016,500x500,Wiremesh_2016,,,Egg Crate Grille,,500x500,,,
Air Terminals,,,ACM_ACON_Fresh Air Down Grille,,,,,,,,
Generic Models,,,Generic Models 1,,,,,,,,
Mechanical Equipment,PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted,SANI,PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted,,,,,SANI,,,
Mechanical Equipment,,,Calpeda Pump,,,,,,,,
Mechanical Equipment,,,Pressure_Vessel,,,,,,,,
Mechanical Equipment,,,50mm Automatic Backwash Filter,,,,,,,,
Pipe Fittings,,,M_Tee - PVC - Sch 40,,,,,,,,
Pipe Fittings,,,M_Elbow - PVC - Sch 40,,,,,,,,
Pipe Fittings,,,M_Coupling Reducing - PVC - Sch 40,,,,,,,,
Pipe Fittings,,,M_Cap - PVC - Sch 40,,,,,,,,
Pipe Fittings,,,M_Coupling - PVC - Sch 40 - DWV,,,,,,,,
Pipe Fittings,,,M_Cross - PVC - Sch 40,,,,,,,,
Pipe Accessories,M_Gate Valve - 50-300 mm,25 mm,M_Gate Valve - 50-300 mm,,,GATE VALVE,,25 mm,,,
Pipe Accessories,M_Gate Valve - 50-300 mm,50 mm,M_Gate Valve - 50-300 mm,,,,,50 mm,,,
Pipe Accessories,M_Solenoid Valve - 15-80 mm,25 mm,M_Solenoid Valve - 15-80 mm,,,SOLENOID VALVE,,25 mm,,,
Pipe Accessories,M_Solenoid Valve - 15-80 mm,50 mm,M_Solenoid Valve - 15-80 mm,,,MASTER VALVE,,50 mm,,,
Pipe Accessories,M_Check Valve - 50-300 mm - Flanged,50 mm,M_Check Valve - 50-300 mm - Flanged,,,,,50 mm,,,
Generic Models,Plinth,Plinth,Plinth,,,,,Plinth,,,
Generic Models,,,IRR Wall Circle Opening,,,,,,,,
Generic Models,,,IRR Slab Circle Opening,,,,,,,,
Generic Models,,,Pipe Floor Support,,,,,,,,
Electrical Equipment,,,Generic Control Panel,,,,,,,,
Electrical Equipment,,,ICC2 Hydrawise,,,,,,,,
Parking,SC.Car_Parking_LSide,2400X4800,SC.Car_Parking_LSide,G2020110,,,,2400X4800,,,
Parking,,,Direction Arrows - Straight,,,,,,,,
Parking,SC.Car_Parking_Side,2400X4800,SC.Car_Parking_Side,G2020110,,,,2400X4800,,,
Parking,SC.Car_Parking_Mid,2400X4800,SC.Car_Parking_Mid,G2020110,,,,2400X4800,,,
Parking,Lorry Parking Lot,3300x12000,Lorry Parking Lot,,,,,3300x12000,,,
Parking,Hump,Hump 150x1200mm,Hump,,,,,Hump 150x1200mm,,,
Parking,Hump,SC.14640,Hump,,,,,SC.14640,,,
Parking,Hump,SC.4600,Hump,,,,,SC.4600,,,
Walls,Basic Wall,SC.200mm_Hollow_LW_Internal,Basic Wall,,,,,SC.200mm_Hollow_LW_Internal,LWCP_SkimCoat_Internal,,
Walls,Basic Wall,SC.100mm_Solid_LW_External,Basic Wall,,,,,SC.100mm_Solid_LW_External,LWCP_SkimCoat_External,,
Walls,Basic Wall,RC_300mm_SkimCoat_Internal,Basic Wall,,,,,RC_300mm_SkimCoat_Internal,RC_SkimCoat_Internal,,
Walls,Basic Wall,SC.100mm_Hollow_LW_Internal,Basic Wall,,,,,SC.100mm_Hollow_LW_Internal,LWCP_SkimCoat_Internal,,
Walls,Basic Wall,SC.150mm_Solid_LW_External,Basic Wall,,,,,SC.150mm_Solid_LW_External,LWCP_SkimCoat_Internal,,
Walls,Basic Wall,SC.100mm_AAC,Basic Wall,,,,,SC.100mm_AAC,LWCP_SkimCoat_External,,
Walls,Basic Wall,SC.150mm_Hollow_LW_Internal,Basic Wall,,,,,SC.150mm_Hollow_LW_Internal,LWCP_SkimCoat_Internal,,
Walls,Basic Wall,SC.100_kerb,Basic Wall,,,,,SC.100_kerb,Concrete - Cast In Situ,,
Walls,Basic Wall,SC.200_kerb,Basic Wall,,,,,SC.200_kerb,Concrete - Cast In Situ,,
Walls,Basic Wall,BSS.15mm 300x600 Wall Finishes,Basic Wall,,,,,BSS.15mm 300x600 Wall Finishes,<By Category>,,
Walls,Basic Wall,BSS.2 Waterproofing 300mm,Basic Wall,,,,,BSS.2 Waterproofing 300mm,Waterproofing,,
Walls,Basic Wall,BSS.50,Basic Wall,,,,,BSS.50,SC.Concrete Wall,,
Walls,Basic Wall,SC.20_Veneer Fin,Basic Wall,,,,,SC.20_Veneer Fin,SC.Veneer Fin,,
Walls,Basic Wall,BSS.2 Waterproofing 1800mm,Basic Wall,,,,,BSS.2 Waterproofing 1800mm,Waterproofing,,
Walls,Basic Wall,SC.25_Supalux_Board,Basic Wall,,,,,SC.25_Supalux_Board,Concrete - Cast In Situ,,
Walls,Basic Wall,SC.10_Aluminum_Strip Panel,Basic Wall,,,,,SC.10_Aluminum_Strip Panel,<By Category>,,
Walls,Basic Wall,SC.10_SkimCoat_Paint_Int,Basic Wall,,,,,SC.10_SkimCoat_Paint_Int,SC.SkimCoat_Int,,
Walls,Basic Wall,SC.10_SkimCoat_Paint_Ext,Basic Wall,,,,,SC.10_SkimCoat_Paint_Ext,SC.SkimCoat_Ext,,
Walls,Basic Wall,SC.2_Heavy_Duty_Paint,Basic Wall,,,,,SC.2_Heavy_Duty_Paint,SC.Heavy Duty Paint,,
Walls,Basic Wall,SC.15_Wood_Panel,Basic Wall,,,,,SC.15_Wood_Panel,<By Category>,,
Walls,Basic Wall,SC.300,Basic Wall,,,,,SC.300,"SC.Concrete, Cast In Situ",,
Walls,Basic Wall,SC.400,Basic Wall,,,,,SC.400,"SC.Concrete, Cast In Situ",,
Walls,Basic Wall,SC.200,Basic Wall,,,,,SC.200,"SC.Concrete, Cast In Situ",,
Walls,Basic Wall,SC.800,Basic Wall,,,,,SC.800,"SC.Concrete, Cast In Situ",,
Walls,Basic Wall,SC.250,Basic Wall,,,,,SC.250,"SC.Concrete, Cast In Situ",,
Walls,Basic Wall,SC.100,Basic Wall,,,,,SC.100,"SC.Concrete, Cast In Situ",,
Walls,Basic Wall,SC.1000,Basic Wall,,,,,SC.1000,"SC.Concrete, Cast In Situ",,
Walls,Basic Wall,SC.350,Basic Wall,,,,,SC.350,"SC.Concrete, Cast In Situ",,
Walls,Curtain Wall,SC.Glass_Panels,CurtainPanel,,,,,Single Glazed - 6T,,,
Walls,Curtain Wall,SC.Glass_Panels,CurtainPanelOpening FAP,,,,,GlazedPanel_Single_Clear,,,
Walls,Curtain Wall,SC.Glass_Panels,CurtainPanelOpening,,,,,GlazedPanel_Single_Clear,,,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.50/165_Typical_6T_13T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/262_Left_Side_6T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/262_Right_Side_6T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.50/165_Typical_6T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.50/165_Typical_13T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,CurtainPanel,,,,,Single Glazed - 13.52T,,,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.Alum_Floor_Bracket,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Curtain Wall,,,,,SC.Glass_Panels,<By Category>,,
Walls,Curtain Wall,SC.Glass_Panels,Louvre Curtain Wall System,,,,,Louvre 150 Spacing,,,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.75/213_Right Side_13T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.Top_Alum_Fin,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.75/213_Typical_13T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.75/213_Left Side,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/213_Typical_13T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/165_Typical_13T_6T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/213_Typical,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.Left_Cover_Mullion,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.Right_Cover_Mullion,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/165_Typical_6T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/252_Typical_6T,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.50/165_Typical_Window,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.100/213_Right_GlassWall,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.100/213_Left_GlassWall,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.38/169_Center_GlassWall,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,SC.Alum_Perforated,,,,,Aluminum Perforated,,,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/284_Perf_Left Side,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/284_Perf_Right Side,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.50/165_Perf_Typical,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/273_Perf_Typical,,<By Category>,
Walls,Curtain Wall,SC.Glass_Panels,Rectangular Mullion,,,,,SC.125/165_Hor_Perf_Typical,,<By Category>,
Walls,Curtain Wall,GlazedPanel,Louvre Curtain Wall System,,,,,Louvre 150 Spacing,,,
Walls,Curtain Wall,GlazedPanel,Curtain Wall,,,,,GlazedPanel,<By Category>,,
Walls,Curtain Wall,GlazedPanel_Single_Clear,Rectangular Mullion,,,,,Rectangular_Mullion_Bottom_Left,,<By Category>,
Walls,Curtain Wall,GlazedPanel_Single_Clear,Louvre Curtain Wall System,,,,,Louvre 150 Spacing,,,
Walls,Curtain Wall,GlazedPanel_Single_Clear,Rectangular Mullion,,,,,Rectangular_Mullion_Top_Right,,<By Category>,
Walls,Curtain Wall,GlazedPanel_Single_Clear,Curtain Wall,,,,,GlazedPanel_Single_Clear,<By Category>,,
Walls,Curtain Wall,SC.Performance_Louver,SC.Louver,,,,,SC.Louver,,,
Walls,Curtain Wall,SC.Performance_Louver,Curtain Wall,,,,,SC.Performance_Louver,<By Category>,,
Walls,Curtain Wall,SC.Performance_Louver,Louvre Curtain Wall System,,,,,Louvre 150 Spacing,,,
Walls,SC.3T ALUM Panel,SC.3T ALUM Panel,SC.3T ALUM Panel,,,,,SC.3T ALUM Panel,<By Category>,,
Doors,Elevator Door-Center1,1200 x 2100mm,Elevator Door-Center1,,,,,1200 x 2100mm,,,
Doors,SC.DR_FR_Glass_2leaf_Uneven,SC.1600/2900,SC.DR_FR_Glass_2leaf_Uneven,,,,,SC.1600/2900,,,
Doors,SC.DR_FR_Glass_2leaf_Uneven,SC.1600/2650,SC.DR_FR_Glass_2leaf_Uneven,,,,,SC.1600/2650,,,
Doors,SC.DR_Timber_Vision,SC.1200/2400_FD01,SC.DR_Timber_Vision,,,,,SC.1200/2400_FD01,,,
Doors,Roller shutter,SC.5520/3000_RS1,Roller shutter,,,AUTOMATIC ROLLER SHUTTER TO MANUFACTURER'S SPECIFICATION.,,SC.5520/3000_RS1,,,
Doors,Roller shutter,SC.2340/2650_RS1c,Roller shutter,,,AUTOMATIC ROLLER SHUTTER TO MANUFACTURER'S SPECIFICATION,,SC.2340/2650_RS1c,,,
Doors,Roller shutter,SC.4100/2650_RS1b,Roller shutter,,,AUTOMATIC ROLLER SHUTTER TO MANUFACTURER'S SPECIFICATION,,SC.4100/2650_RS1b,,,
Doors,Roller shutter,SC.6600/5000_FRS2,Roller shutter,,,AUTOMATIC FIRE ROLLER SHUTTER TO MANUFACTURER'S SPECIFICATION,,SC.6600/5000_FRS2,,,
Doors,Roller shutter,SC.9000/5500_FRS1,Roller shutter,,,AUTOMATIC FIRE ROLLER SHUTTER TO MANUFACTURER'S SPEC.,,SC.9000/5500_FRS1,,,
Doors,Roller shutter,SC.3650/2650_RS1a,Roller shutter,,,AUTOMATIC ROLLER SHUTTER TO MANUFACTURER'S SPECIFICATION,,SC.3650/2650_RS1a,,,
Doors,SC.DR_FR_Glass,SC.1200/2390,SC.DR_FR_Glass,,,,,SC.1200/2390,,,
Doors,SC.DR_Steel_Vision,SC.1200/2400_FD01A,SC.DR_Steel_Vision,,,,,SC.1200/2400_FD01A,,,
Doors,SC.DR_Single_HR,SC.800/1000_TD04,SC.DR_Single_HR,,,,,SC.800/1000_TD04,,,
Doors,SC.ME_Double_FD-TF,SC.1950/2350_FD06,SC.ME_Double_FD-TF,,,,,SC.1950/2350_FD06,,,
Doors,SC.ME_Double_FD-TF,SC.1400/2350_FD04,SC.ME_Double_FD-TF,,,,,SC.1400/2350_FD04,,,
Doors,SC.ME_Single_FD-TF,SC.900/2350_FD03A,SC.ME_Single_FD-TF,,,,,SC.900/2350_FD03A,,,
Doors,SC.ME_Single_FD-TF,SC.700/2350_FD02,SC.ME_Single_FD-TF,,,FIRE RATED DOOR TO SPEC WITH TIMBER LAMINATE FINISH TO MATCH WALL,,SC.700/2350_FD02,,,
Doors,SC.ME_Single_FD-TF,SC.600/2350_FD05,SC.ME_Single_FD-TF,,,,,SC.600/2350_FD05,,,
Doors,SC.ME_Single_FD-TF,SC.900/2350_FD03,SC.ME_Single_FD-TF,,,,,SC.900/2350_FD03,,,
Doors,SC.DR_Meter_Comp,SC.800/2400,SC.DR_Meter_Comp,,,,,SC.800/2400,,,
Doors,SC.DR_Timber_HT_Louver,SC.1000/2400_TD03,SC.DR_Timber_HT_Louver,,,SOLID CORE TIMBER LOUVRED DOOR TO SPEC.,,SC.1000/2400_TD03,,,
Doors,SC.DR_Timber_Toilet,SC.900/2230_TD02,SC.DR_Timber_Toilet,,,SOLID CORE TIMBER LOUVERED DOOR,,SC.900/2230_TD02,,,
Doors,SC.ME_Steel_Double,SC.1400/2350_MD11,SC.ME_Steel_Double,,,,,SC.1400/2350_MD11,,,
Doors,SC.DR_Steel,SC.1100/2400_FD08,SC.DR_Steel,,,,,SC.1100/2400_FD08,,,
Doors,SC.DR_Steel_Double_Uneven,SC.1800/2400_FD09,SC.DR_Steel_Double_Uneven,,,,,SC.1800/2400_FD09,,,
Doors,SC.DR_Lift_Single_Glass_Panel,SC.1800/2200,SC.DR_Lift_Single_Glass_Panel,,,,,SC.1800/2200,,,
Doors,SC.DR_Lift,SC.2200/2400,SC.DR_Lift,,,,,SC.2200/2400,,,
Floors,Floor,Landscape,Floor,,,,,Landscape,Site - Grass,,
Floors,Floor,SC.50_Color Spray_Eco Grey,Floor,,,,,SC.50_Color Spray_Eco Grey,SC.Finishes - Paint - Eco Grey,,
Floors,Floor,SC.3_Topping_Powerfloat,Floor,,,,,SC.3_Topping_Powerfloat,Concrete - Cast In Situ,,
Floors,Floor,SC.50_Topping_Powerfloat,Floor,,,,,SC.50_Topping_Powerfloat,Concrete - Cast In Situ,,
Floors,Floor,SC.3_Color Spray_Eco Grey,Floor,,,,,SC.3_Color Spray_Eco Grey,SC.Finishes - Paint - Eco Grey,,
Floors,Floor,SC.100_Color Spray_Eco Grey,Floor,,,,,SC.100_Color Spray_Eco Grey,SC.Finishes - Paint - Eco Grey,,
Floors,Floor,BSS.20 300x600 Floor Tiles H63074 (F10),Floor,,,,,BSS.20 300x600 Floor Tiles H63074 (F10),BSS.300x600 Floor Finishes,,
Floors,Floor,Concrete - 150mm,Floor,,,,,Concrete - 150mm,Concrete - Cast In Situ,,
Floors,Floor,SC.150_Kerb,Floor,,,,,SC.150_Kerb,Concrete - Cast In Situ,,
Floors,Floor,SC.1000_Landscape,Floor,,,,,SC.1000_Landscape,Site - Grass,,
Floors,Floor,Concrete - 450mm_kerb,Floor,,,,,Concrete - 450mm_kerb,Concrete - Cast In Situ,,
Floors,Floor,SC.100_Topping_Powerfloat,Floor,,,,,SC.100_Topping_Powerfloat,Concrete - Cast In Situ,,
Floors,Floor,SC.100_Topping,Floor,,,,,SC.100_Topping,Concrete - Cast In Situ,,
Floors,Floor,SC.3_Color Spray_Yellow,Floor,,,,,SC.3_Color Spray_Yellow,SC.Heavy Duty Paint,,
Floors,Floor,SC.300,Floor,,,,,SC.300,"SC.Concrete, Cast In Situ",,
Floors,Floor,SC.75,Floor,,,,,SC.75,"SC.Concrete, Cast In Situ",,
Floors,Floor,SC.100mm  LWC,Floor,,,,,SC.100mm  LWC,SC.Light Weight Concrete,,
Floors,Floor,SC.250,Floor,,,,,SC.250,"SC.Concrete, Cast In Situ",,
Floors,Floor,SC.200,Floor,,,,,SC.200,"SC.Concrete, Cast In Situ",,
Floors,Floor,SC.150,Floor,,,,,SC.150,"SC.Concrete, Cast In Situ",,
Floors,Floor,SC.325,Floor,,,,,SC.325,"SC.Concrete, Cast In Situ",,
Floors,Floor,SC.350,Floor,,,,,SC.350,"SC.Concrete, Cast In Situ",,
Generic Models,39300,39300,39300,,,,,39300,,,
Generic Models,,,Generic Models 2,,,,,,,,
Generic Models,,,Tactile 300x300,,,,,,,,
Generic Models,Precast_Wheel_Stop_11351,6'-2,Precast_Wheel_Stop_11351,,,,,6'-2,,,
Generic Models,Precast_Wheel_Stop_11351,6',Precast_Wheel_Stop_11351,,,,,6',,,
Generic Models,,,Handicapped Toilet WC box up,,,,,,,,
Generic Models,JTCFH Handicap Toilet,1800x1800 (850 Height),JTCFH Handicap Toilet,,,,,1800x1800 (850 Height),,,
Generic Models,,,Robe Hook,,,,,,,,
Generic Models,,,Handicapped Toilet WC box up1,,,,,,,,
Generic Models,,,SC.PWD_Symbol,,,,,,,,
Generic Models,,,350x350 steel plate,,,,,,,,
Windows,Awning Window,SC.900/1300,Awning Window,,,ALUMINUM TOP-HUNG WINDOW W/TOP HUNG 24mm THK DGU GLASS,,SC.900/1300,,,
Windows,Awning Window,900 X 1300_6mmTHK,Awning Window,,,ALUMINUM TOP-HUNG WINDOW W/ MANULA WINDOW OPENER 6MM THK EURO GREY FLOAT GLASS,,900 X 1300_6mmTHK,,,
Windows,Awning Window FAP,SC.990/1300,Awning Window FAP,,,POWDER COATED ALUM. FRAME DOUBLE GLAZED TOP HUNG WINDOW TO MANUFACTURER'S DETAIL.,,SC.990/1300,,,
