MCR02 - Ceiling,Metal Framed Ceiling (Exposed Grid),Ceiling,CEIL-MFC-50THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Height Offset From Level': 'Any number||mm||', 'LoadCapacity': 'Any number||||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'UValue': 'Any number||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR02 - Ceiling,Plaster Ceiling,Ceiling,CEIL-MFE-50THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Height Offset From Level': 'Any number||mm||', 'LoadCapacity': 'Any number||||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'UValue': 'Any number||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR03 - Door,"General Door Item (including Gate, Roller Shutter)",Doors,CEIL-PLC-50THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Height Offset From Level': 'Any number||mm||', 'LoadCapacity': 'Any number||||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'UValue': 'Any number||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR03 - Door,"General Door Item (including Gate, Roller Shutter)",Glass Doors,DR-GDI:1P_SW_900W*2100H,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'Function': 'Any text||||to select either Interior or Exterior', 'Description': 'Any text||||user can use this parameter as desired', 'From Room': 'Any text||||', 'LeafNumber': 'Any number||||', 'Level': 'Any text||||', 'Mark': 'Any number||||user can use this parameter as desired', 'To Room': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Type Mark': 'Any text||||user can use this parameter as desired', 'FrameThickness': 'Any number||mm||', 'OverallHeight': 'Any number||mm||', 'OverallLeafHeight': 'Any number||mm||', 'OverallLeafWidth1': 'Any number||mm||', 'OverallLeafWidth2': 'Any number||mm||', 'OverallWidth': 'Any number||mm||', 'PanelThickness': 'Any number||mm||', 'Accessories': 'Any text||||to fill in door accessories (e.g. grilles, viewing panels)', 'AcousticRating': 'Any text||||e.g. STC 45', 'Closer': 'Any text||||e.g. Exposed Door Closer, Concealed Door Closer', 'Configuration': 'Any text||||', 'Cylinders': 'Any text||||sample value are double cylinder, thumbturn cylinder, etc.', 'DimensionalVariations': 'Any text||||', 'FlushBoltw/Socket': 'Boolean (True/False)||||', 'FrameFinish': 'Any text||||', 'FrameMaterial': 'Any text||||', 'FrameType': 'Any text||||', 'Handle': 'Any text||||e.g. Lever handle, Cup Handle, Vertical Pull Bar, Horizontal Pull Bar, Push Plate', 'HardwareSet': 'Any text||||', 'LeafFinish': 'Any text||||', 'LeafMaterial': 'Any text||||', 'Lockcases': 'Any text||||sample value are mortise night latch, mortise sash lock, etc.', 'Stopper': 'Boolean (True/False)||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR03 - Door,Screen/Room Divider,Doors,DR-GD:2P_VP_900W+900W*2100H,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'Function': 'Any text||||to select either Interior or Exterior', 'Description': 'Any text||||user can use this parameter as desired', 'From Room': 'Any text||||', 'LeafNumber': 'Any number||||', 'Level': 'Any text||||', 'Mark': 'Any number||||user can use this parameter as desired', 'To Room': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Type Mark': 'Any text||||user can use this parameter as desired', 'FrameThickness': 'Any number||mm||', 'OverallHeight': 'Any number||mm||', 'OverallLeafHeight': 'Any number||mm||', 'OverallLeafWidth1': 'Any number||mm||', 'OverallLeafWidth2': 'Any number||mm||', 'OverallWidth': 'Any number||mm||', 'PanelThickness': 'Any number||mm||', 'Accessories': 'Any text||||to fill in door accessories (e.g. grilles, viewing panels)', 'AcousticRating': 'Any text||||e.g. STC 45', 'Closer': 'Any text||||e.g. Exposed Door Closer, Concealed Door Closer', 'Configuration': 'Any text||||', 'Cylinders': 'Any text||||sample value are double cylinder, thumbturn cylinder, etc.', 'DimensionalVariations': 'Any text||||', 'FlushBoltw/Socket': 'Boolean (True/False)||||', 'FrameFinish': 'Any text||||', 'FrameMaterial': 'Any text||||', 'FrameType': 'Any text||||', 'GlassType': 'Any text||||', 'Handle': 'Any text||||e.g. Lever handle, Cup Handle, Vertical Pull Bar, Horizontal Pull Bar, Push Plate', 'HardwareSet': 'Any text||||', 'LeafFinish': 'Any text||||', 'LeafMaterial': 'Any text||||', 'Lockcases': 'Any text||||sample value are mortise night latch, mortise sash lock, etc.', 'Stopper': 'Boolean (True/False)||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR04 - Floor,General Floor item,Floors,DR-SRD:6P_7000W,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'Function': 'Any text||||to select either Interior or Exterior', 'Description': 'Any text||||user can use this parameter as desired', 'From Room': 'Any text||||', 'LeafNumber': 'Any number||||', 'Level': 'Any text||||', 'Mark': 'Any number||||user can use this parameter as desired', 'To Room': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Type Mark': 'Any text||||user can use this parameter as desired', 'FrameThickness': 'Any number||mm||', 'OverallHeight': 'Any number||mm||', 'OverallLeafHeight': 'Any number||mm||', 'OverallLeafWidth1': 'Any number||mm||', 'OverallLeafWidth2': 'Any number||mm||', 'OverallWidth': 'Any number||mm||', 'PanelThickness': 'Any number||mm||', 'Accessories': 'Any text||||to fill in door accessories (e.g. grilles, viewing panels)', 'AcousticRating': 'Any text||||e.g. STC 45', 'Closer': 'Any text||||e.g. Exposed Door Closer, Concealed Door Closer', 'Configuration': 'Any text||||', 'Cylinders': 'Any text||||sample value are double cylinder, thumbturn cylinder, etc.', 'DimensionalVariations': 'Any text||||', 'FlushBoltw/Socket': 'Boolean (True/False)||||', 'FrameFinish': 'Any text||||', 'FrameMaterial': 'Any text||||', 'FrameType': 'Any text||||', 'Handle': 'Any text||||e.g. Lever handle, Cup Handle, Vertical Pull Bar, Horizontal Pull Bar, Push Plate', 'HardwareSet': 'Any text||||', 'LeafFinish': 'Any text||||', 'LeafMaterial': 'Any text||||', 'Lockcases': 'Any text||||sample value are mortise night latch, mortise sash lock, etc.', 'Stopper': 'Boolean (True/False)||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR04 - Floor,Floor Finish,Floors,FL-GFI-300THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Level': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Area': 'Any number||m²||', 'Default Thickness': 'Any number||mm||', 'Volume': 'Any number||m³||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'SlipResistance': 'Any text||||sample value is R9', 'TypicalReinforcement': 'Any text||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR04 - Floor,Precast Floor,Floors,FL-FF-50THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'CoveringStatement': 'Any text||||', 'Description': 'Any text||||user can use this parameter as desired', 'Level': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Area': 'Any number||m²||', 'Default Thickness': 'Any number||mm||', 'Volume': 'Any number||m³||', 'AcousticRating': 'Any text||||e.g. STC 45', 'CoefficientofFriction': 'Any number||||sample value is 0.25', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'SlipResistance': 'Any text||||sample value is R9', 'TypicalReinforcement': 'Any text||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR04 - Floor,Raised Floor,Floors,FL-PF-300THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Level': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Area': 'Any number||m²||', 'Default Thickness': 'Any number||mm||', 'Volume': 'Any number||m³||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'SlipResistance': 'Any text||||sample value is R9', 'TypicalReinforcement': 'Any text||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR04 - Floor,Ramp,Floors/Ramps,FL-RSFL-300THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Level': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Area': 'Any number||m²||', 'Default Thickness': 'Any number||mm||', 'Volume': 'Any number||m³||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'SlipResistance': 'Any text||||sample value is R9', 'TypicalReinforcement': 'Any text||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR04 - Floor,Slab Edge,Slab Edges,FL-RP-300THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'ClearWidth': 'Any number||mm||', 'Description': 'Any text||||user can use this parameter as desired', 'Level': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Area': 'Any number||m²||', 'Default Thickness': 'Any number||mm||', 'Volume': 'Any number||m³||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'SlipResistance': 'Any text||||sample value is R9', 'TypicalReinforcement': 'Any text||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR04 - Floor,Structural Slab,Floors,FL-SE-300THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Level': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Area': 'Any number||m²||', 'Length': 'Any number||mm||', 'Profile': 'Any text||||', 'Volume': 'Any number||m³||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'SlipResistance': 'Any text||||sample value is R9', 'TypicalReinforcement': 'Any text||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'VolatileOrganicCompounds': 'Any text||||', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
MCR05 - Finish,General Finish item,Generic Model,FL-SSLB-300THK,"{'FireRating': ""Any number||hr||Please fill in hours. e.g. ''2''"", 'IfcExportAs': 'Any text||||to fill in IFC4.3 Entities; previously known as ExternalObject.Component', 'LoadBearing': 'Boolean (True/False)||||', 'ThermalTransmittance': 'Any number||||Please fill in U-value. Unit is watts per square meter per degree Celsius (W/m2K).', 'Description': 'Any text||||user can use this parameter as desired', 'Level': 'Any text||||', 'Type Comments': 'Text contains||||to fill in MCR category number. e.g. MCR25-01-01-01. This is useful for filtering schedules.', 'Area': 'Any number||m²||', 'Default Thickness': 'Any number||mm||', 'Volume': 'Any number||m³||', 'AcousticRating': 'Any text||||e.g. STC 45', 'Material': 'Any text||||This is Revit built-in parameter (For Walls, Material will be scheduled as Material: Name)', 'TypicalReinforcement': 'Any text||||', 'EmbodiedEnergy': 'Any number||||Please fill in Embodied carbon (unit is CO2/kg). This information is used for carbon accounting.', 'GlobalWarmingPotential': 'Any number||||GWP', 'MaterialGrade': 'Any text||||For structural objects, please fill in the concrete grade here.', 'ModelReference': 'Any text||||Previously known as COBie.Type.ModelReference', 'ModifiedDate': 'Any date||||Format to fill in is YYYY-MM-DD. Modified date refers to the date when the data was last modified or changed.', 'Family': ""Any text||||as per JTC's naming convention"", 'Type': ""Any text||||as per JTC's naming convention"", 'Uniclass': 'Any text||||'}"
